Unidade,Curso,Vagas,LB_PPI,LB_Q,LB_PCD,LB_EP,LI_PPI,LI_Q,LI_PCD,LI_EP,AC,Insc.,1ª Op.,2ª Op.,3ª Op.,Insc. / Vagas,Insc. Válidas.,Insc. Vál. / Vagas,Timestamp,Modalidade,Todas Op.,1ª Op. / Vagas,1ª Op. Homolog.,1ª Op. Homolog. / Vagas
Conselheiro Lafaiete,Técnico Subsequente em Mecânica (SUB),40,11,0,0,7,21,0,0,20,48,,46,65,0,,,,2025-08-28 12:00:39.575631,SUB,111.0,1.15,46.0,1.15
Ouro Branco,Técnico Subsequente em Metalurgia (SUB),40,3,0,0,2,7,0,0,6,14,,35,0,0,,,,2025-08-28 12:00:39.575631,SUB,35.0,0.88,35.0,0.88
Ouro Preto,Técnico Subsequente em Edificações (SUB),30,22,1,2,9,14,0,1,15,57,,34,43,46,,,,2025-08-28 12:00:39.575631,SUB,123.0,1.13,34.0,1.13
Ouro Preto,Técnico Subsequente em Joalheria (SUB),12,3,0,0,2,3,0,1,3,25,,17,14,8,,,,2025-08-28 12:00:39.575631,SUB,39.0,1.42,17.0,1.42
Ouro Preto,Técnico Subsequente em Meio Ambiente (SUB),30,27,1,1,10,18,0,0,12,85,,41,83,37,,,,2025-08-28 12:00:39.575631,SUB,161.0,1.37,41.0,1.37
Ouro Preto,Técnico Subsequente em Metalurgia (SUB),20,13,0,1,6,11,0,4,8,37,,17,25,42,,,,2025-08-28 12:00:39.575631,SUB,84.0,0.85,17.0,0.85
Ouro Preto,Técnico Subsequente em Mineração (SUB),30,25,0,1,8,27,0,5,18,62,,69,47,37,,,,2025-08-28 12:00:39.575631,SUB,153.0,2.3,69.0,2.3
Ouro Preto,Técnico Subsequente em Segurança do Trabalho (SUB),70,33,1,1,17,28,0,4,22,90,,128,39,33,,,,2025-08-28 12:00:39.575631,SUB,200.0,1.83,128.0,1.83
Ribeirão das Neves,Técnico Subsequente em Logística (SUB),120,201,1,8,124,168,0,16,164,1129,,1849,0,0,,,,2025-08-28 12:00:39.575631,SUB,1849.0,15.41,1849.0,15.41
Santa Luzia,Técnico Subsequente em Segurança do Trabalho (SUB),40,28,1,1,14,21,1,2,10,66,,147,0,0,,,,2025-08-28 12:00:39.575631,SUB,147.0,3.68,147.0,3.68
Todos,Todos,665,444,5,18,241,403,1,38,345,1808,,2701,440,256,,,,2025-08-28 12:00:39.575631,SUB,3397.0,4.06,2701.0,4.06
Arcos,Engenharia Mecânica (ENEM) (SUP),30,7,0,0,2,7,0,0,11,15,,43,0,0,,,,2025-08-28 12:00:39.575631,SUP,43.0,1.43,19.0,0.63
Bambuí,Administração (ENEM) (SUP),25,2,0,0,9,5,0,0,11,13,,18,21,5,,,,2025-08-28 12:00:39.575631,SUP,44.0,0.72,3.0,0.12
Bambuí,Agronomia (ENEM) (SUP),30,4,0,0,13,7,0,1,34,37,,44,22,33,,,,2025-08-28 12:00:39.575631,SUP,99.0,1.47,22.0,0.73
Bambuí,Engenharia de Alimentos (ENEM) (SUP),15,0,0,0,0,1,0,0,0,3,,2,1,1,,,,2025-08-28 12:00:39.575631,SUP,4.0,0.13,2.0,0.13
Bambuí,Engenharia da Computação (ENEM) (SUP),15,3,0,0,4,4,0,0,5,12,,16,8,7,,,,2025-08-28 12:00:39.575631,SUP,31.0,1.07,8.0,0.53
Bambuí,Engenharia da Computação (Histórico e Redação) (SUP),3,2,0,1,0,4,0,1,7,5,,8,5,7,,,,2025-08-28 12:00:39.575631,SUP,20.0,2.67,0.0,0.0
Bambuí,Engenharia de Alimentos (Histórico e Redação) (SUP),15,1,0,1,0,1,0,0,4,1,,3,2,4,,,,2025-08-28 12:00:39.575631,SUP,9.0,0.2,2.0,0.13
Bambuí,Engenharia de Produção (ENEM) (SUP),20,1,0,0,0,4,0,0,4,3,,1,6,6,,,,2025-08-28 12:00:39.575631,SUP,13.0,0.05,0.0,0.0
Bambuí,Medicina Veterinária (ENEM) (SUP),25,10,0,0,28,14,0,2,46,73,,138,27,12,,,,2025-08-28 12:00:39.575631,SUP,177.0,5.52,52.0,2.08
Bambuí,Zootecnia (ENEM) (SUP),22,4,0,0,8,8,0,1,22,32,,11,44,24,,,,2025-08-28 12:00:39.575631,SUP,79.0,0.5,5.0,0.23
Bambuí,Ciências Biológicas (ENEM) (SUP),15,2,0,0,8,3,0,0,11,12,,9,17,13,,,,2025-08-28 12:00:39.575631,SUP,39.0,0.6,3.0,0.2
Bambuí,Ciências Biológicas (Histórico e Redação) (SUP),12,3,0,0,7,4,0,0,9,9,,10,11,12,,,,2025-08-28 12:00:39.575631,SUP,33.0,0.83,2.0,0.17
Bambuí,Educação Física (ENEM) (SUP),10,2,0,0,4,1,0,0,3,12,,12,6,7,,,,2025-08-28 12:00:39.575631,SUP,25.0,1.2,3.0,0.3
Bambuí,Educação Física (Histórico e Redação) (SUP),15,5,0,1,6,2,0,0,5,11,,22,7,3,,,,2025-08-28 12:00:39.575631,SUP,32.0,1.47,8.0,0.53
Bambuí,Física (ENEM) (SUP),14,1,0,0,1,0,0,0,1,0,,0,2,1,,,,2025-08-28 12:00:39.575631,SUP,3.0,0.0,0.0,0.0
Bambuí,Física (Histórico e Redação) (SUP),12,1,0,0,2,0,0,0,2,1,,2,2,3,,,,2025-08-28 12:00:39.575631,SUP,7.0,0.17,0.0,0.0
Betim,Engenharia de Controle e Automação (ENEM) (SUP),20,38,0,1,11,48,0,5,52,68,,121,105,0,,,,2025-08-28 12:00:39.575631,SUP,226.0,6.05,41.0,2.05
Betim,Engenharia Mecânica (ENEM) (SUP),20,39,0,1,11,42,0,4,54,74,,133,94,0,,,,2025-08-28 12:00:39.575631,SUP,227.0,6.65,40.0,2.0
Congonhas,Engenharia de Produção (ENEM) (SUP),20,6,0,0,4,12,1,3,16,35,,68,4,6,,,,2025-08-28 12:00:39.575631,SUP,78.0,3.4,24.0,1.2
Congonhas,Física (ENEM) (SUP),10,1,0,0,1,1,0,1,5,9,,1,12,5,,,,2025-08-28 12:00:39.575631,SUP,18.0,0.1,1.0,0.1
Congonhas,Física (Histórico e Redação) (SUP),10,1,0,0,0,4,0,0,2,8,,2,9,4,,,,2025-08-28 12:00:39.575631,SUP,15.0,0.2,0.0,0.0
Congonhas,Letras (Português Inglês) (ENEM) (SUP),10,2,0,0,2,3,1,2,6,15,,12,10,9,,,,2025-08-28 12:00:39.575631,SUP,31.0,1.2,3.0,0.3
Congonhas,Letras (Português Inglês) (Histórico e Redação) (SUP),10,2,0,0,2,3,1,2,6,8,,13,8,3,,,,2025-08-28 12:00:39.575631,SUP,24.0,1.3,1.0,0.1
Formiga,Administração (ENEM) (SUP),15,1,0,0,7,4,0,0,14,18,,16,13,15,,,,2025-08-28 12:00:39.575631,SUP,44.0,1.07,4.0,0.27
Formiga,Administração (Histórico e Redação) (SUP),15,2,0,1,7,11,0,0,15,20,,38,9,9,,,,2025-08-28 12:00:39.575631,SUP,56.0,2.53,6.0,0.4
Formiga,Ciência da Computação (ENEM) (SUP),20,2,0,0,16,6,0,0,21,24,,45,18,7,,,,2025-08-28 12:00:39.575631,SUP,70.0,2.25,14.0,0.7
Formiga,Ciência da Computação (Histórico e Redação) (SUP),8,3,0,1,12,10,0,0,26,27,,31,40,9,,,,2025-08-28 12:00:39.575631,SUP,80.0,3.88,9.0,1.13
Formiga,Engenharia Elétrica (ENEM) (SUP),12,2,0,0,2,6,0,0,8,7,,7,12,7,,,,2025-08-28 12:00:39.575631,SUP,26.0,0.58,1.0,0.08
Formiga,Engenharia Elétrica (Histórico e Redação) (SUP),14,0,0,2,0,9,0,0,16,18,,22,12,11,,,,2025-08-28 12:00:39.575631,SUP,45.0,1.57,8.0,0.57
Formiga,Matemática (ENEM) (SUP),15,0,0,0,2,1,0,0,6,4,,1,4,8,,,,2025-08-28 12:00:39.575631,SUP,13.0,0.07,0.0,0.0
Formiga,Matemática (Histórico e Redação) (SUP),10,1,0,0,1,2,0,0,8,10,,5,9,8,,,,2025-08-28 12:00:39.575631,SUP,22.0,0.5,1.0,0.1
Governador Valadares,Engenharia Ambiental e Sanitária (ENEM) (SUP),15,5,0,0,2,9,0,1,6,8,,6,11,14,,,,2025-08-28 12:00:39.575631,SUP,31.0,0.4,2.0,0.13
Governador Valadares,Engenharia Ambiental e Sanitária (Histórico e Redação) (SUP),15,3,0,0,5,11,0,0,8,20,,17,20,11,,,,2025-08-28 12:00:39.575631,SUP,48.0,1.13,2.0,0.13
Governador Valadares,Engenharia Civil (ENEM) (SUP),15,5,0,0,2,13,0,1,9,20,,29,14,7,,,,2025-08-28 12:00:39.575631,SUP,50.0,1.93,12.0,0.8
Governador Valadares,Engenharia Civil (Histórico e Redação) (SUP),15,6,0,0,5,17,0,0,10,14,,27,18,7,,,,2025-08-28 12:00:39.575631,SUP,52.0,1.8,8.0,0.53
Governador Valadares,Engenharia de Produção (ENEM) (SUP),15,4,0,0,1,9,0,1,12,9,,15,16,6,,,,2025-08-28 12:00:39.575631,SUP,37.0,1.0,4.0,0.27
Governador Valadares,Engenharia de Produção (Histórico e Redação) (SUP),15,5,0,0,3,15,0,0,11,17,,15,20,19,,,,2025-08-28 12:00:39.575631,SUP,54.0,1.0,5.0,0.33
Governador Valadares,Gestão Ambiental (ENEM) (SUP),15,2,0,0,0,8,0,0,5,5,,8,3,9,,,,2025-08-28 12:00:39.575631,SUP,20.0,0.53,2.0,0.13
Governador Valadares,Gestão Ambiental (Histórico e Redação) (SUP),15,5,0,0,3,6,0,0,6,15,,10,11,15,,,,2025-08-28 12:00:39.575631,SUP,36.0,0.67,2.0,0.13
Ibirité,Ciência da Computação (ENEM) (SUP),20,14,0,0,10,36,0,0,46,62,,115,55,0,,,,2025-08-28 12:00:39.575631,SUP,170.0,5.75,35.0,1.75
Ibirité,Engenharia de Controle e Automação (ENEM) (SUP),20,10,0,0,8,31,0,0,33,53,,70,67,0,,,,2025-08-28 12:00:39.575631,SUP,137.0,3.5,22.0,1.1
Ipatinga,Engenharia Elétrica (ENEM) (SUP),20,6,0,0,6,4,0,1,9,18,,45,0,0,,,,2025-08-28 12:00:39.575631,SUP,45.0,2.25,9.0,0.45
Itabirito,Engenharia Elétrica (ENEM) (SUP),10,3,0,0,1,12,0,0,7,5,,17,13,0,,,,2025-08-28 12:00:39.575631,SUP,30.0,1.7,6.0,0.6
Itabirito,Engenharia Elétrica (Histórico e Redação) (SUP),10,3,0,0,1,13,0,0,6,4,,16,13,0,,,,2025-08-28 12:00:39.575631,SUP,29.0,1.6,5.0,0.5
Ouro Branco,Administração (ENEM) (SUP),15,15,1,0,13,12,0,2,27,31,,40,40,23,,,,2025-08-28 12:00:39.575631,SUP,103.0,2.67,14.0,0.93
Ouro Branco,Administração (Histórico e Redação) (SUP),25,15,1,1,11,20,0,2,23,51,,62,53,13,,,,2025-08-28 12:00:39.575631,SUP,128.0,2.48,27.0,1.08
Ouro Branco,Engenharia Metalúrgica (ENEM) (SUP),20,6,0,0,4,10,0,2,17,20,,16,23,20,,,,2025-08-28 12:00:39.575631,SUP,59.0,0.8,7.0,0.35
Ouro Branco,Engenharia Metalúrgica (Histórico e Redação) (SUP),15,7,0,0,7,13,0,1,18,32,,40,17,23,,,,2025-08-28 12:00:39.575631,SUP,80.0,2.67,14.0,0.93
Ouro Branco,Sistemas de Informação (ENEM) (SUP),20,9,0,0,9,13,0,2,27,30,,36,29,25,,,,2025-08-28 12:00:39.575631,SUP,90.0,1.8,14.0,0.7
Ouro Branco,Sistemas de Informação (Histórico e Redação) (SUP),15,5,0,0,3,16,0,2,29,42,,41,31,28,,,,2025-08-28 12:00:39.575631,SUP,100.0,2.73,22.0,1.47
Ouro Branco,Pedagogia (ENEM) (SUP),20,10,0,1,6,12,0,0,17,25,,39,22,10,,,,2025-08-28 12:00:39.575631,SUP,71.0,1.95,14.0,0.7
Ouro Branco,Pedagogia (Histórico e Redação) (SUP),15,12,0,1,10,15,0,2,13,29,,40,32,13,,,,2025-08-28 12:00:39.575631,SUP,85.0,2.67,9.0,0.6
Ouro Preto,Conservação e Restauro (ENEM) (SUP),15,3,0,1,1,4,0,0,5,7,,13,5,4,,,,2025-08-28 12:00:39.575631,SUP,22.0,0.87,8.0,0.53
Ouro Preto,Conservação e Restauro (Histórico e Redação) (SUP),15,7,0,0,2,1,0,0,6,10,,9,13,7,,,,2025-08-28 12:00:39.575631,SUP,29.0,0.6,3.0,0.2
Ouro Preto,Física (ENEM) (SUP),10,2,0,0,0,0,0,0,2,4,,1,4,3,,,,2025-08-28 12:00:39.575631,SUP,8.0,0.1,1.0,0.1
Ouro Preto,Física (Histórico e Redação) (SUP),5,2,0,1,0,2,0,1,2,1,,5,3,2,,,,2025-08-28 12:00:39.575631,SUP,10.0,1.0,0.0,0.0
Ouro Preto,Geografia (ENEM) (SUP),20,4,0,0,2,0,0,0,6,8,,12,8,1,,,,2025-08-28 12:00:39.575631,SUP,21.0,0.6,2.0,0.1
Ouro Preto,Geografia (Histórico e Redação) (SUP),10,8,0,1,1,0,0,0,7,5,,10,8,6,,,,2025-08-28 12:00:39.575631,SUP,24.0,1.0,3.0,0.3
Ouro Preto,Análise e Desenvolvimento de Sistemas (ENEM) (SUP),15,10,0,1,4,8,0,0,16,22,,36,19,10,,,,2025-08-28 12:00:39.575631,SUP,65.0,2.4,16.0,1.07
Ouro Preto,Análise e Desenvolvimento de Sistemas (Histórico e Redação) (SUP),5,7,0,1,3,7,0,0,16,20,,21,28,6,,,,2025-08-28 12:00:39.575631,SUP,55.0,4.2,4.0,0.8
Ouro Preto,Gestão da Qualidade (ENEM) (SUP),18,12,0,0,1,10,0,0,11,12,,24,8,16,,,,2025-08-28 12:00:39.575631,SUP,48.0,1.33,4.0,0.22
Piumhi,Engenharia Civil (ENEM) (SUP),10,0,0,0,0,2,0,0,1,2,,3,2,0,,,,2025-08-28 12:00:39.575631,SUP,5.0,0.3,1.0,0.1
Piumhi,Engenharia Civil (Histórico e Redação) (SUP),10,1,0,0,0,5,0,1,2,3,,12,0,0,,,,2025-08-28 12:00:39.575631,SUP,12.0,1.2,2.0,0.2
Ponte Nova,Processos Gerenciais (ENEM) (SUP),15,2,0,0,2,6,0,0,4,8,,15,9,0,,,,2025-08-28 12:00:39.575631,SUP,24.0,1.0,4.0,0.27
Ponte Nova,Processos Gerenciais (Histórico e Redação) (SUP),15,2,0,0,6,6,0,0,4,13,,20,13,0,,,,2025-08-28 12:00:39.575631,SUP,33.0,1.33,1.0,0.07
Ribeirão das Neves,Administração (ENEM) (SUP),20,12,0,0,7,14,0,0,15,36,,55,31,0,,,,2025-08-28 12:00:39.575631,SUP,86.0,2.75,10.0,0.5
Ribeirão das Neves,Processos Gerenciais (ENEM) (SUP),18,15,0,0,5,15,0,1,16,36,,52,38,0,,,,2025-08-28 12:00:39.575631,SUP,90.0,2.89,9.0,0.5
Sabará,Administração (ENEM) (SUP),10,10,0,0,11,17,0,0,9,23,,34,20,20,,,,2025-08-28 12:00:39.575631,SUP,74.0,3.4,9.0,0.9
Sabará,Administração (Histórico e Redação) (SUP),10,17,0,0,6,32,0,0,9,33,,43,39,19,,,,2025-08-28 12:00:39.575631,SUP,101.0,4.3,7.0,0.7
Sabará,Engenharia de Controle e Automação (ENEM) (SUP),10,7,0,0,0,13,0,0,18,18,,28,16,13,,,,2025-08-28 12:00:39.575631,SUP,57.0,2.8,12.0,1.2
Sabará,Engenharia de Controle e Automação (Histórico e Redação) (SUP),20,16,0,0,7,25,0,1,19,35,,47,35,24,,,,2025-08-28 12:00:39.575631,SUP,106.0,2.35,12.0,0.6
Sabará,Sistemas de Informação (ENEM) (SUP),10,15,0,0,9,17,0,1,21,38,,35,49,20,,,,2025-08-28 12:00:39.575631,SUP,104.0,3.5,15.0,1.5
Sabará,Sistemas de Informação (Histórico e Redação) (SUP),20,20,0,0,9,27,0,1,25,47,,59,47,24,,,,2025-08-28 12:00:39.575631,SUP,130.0,2.95,27.0,1.35
Sabará,Logística (ENEM) (SUP),10,2,0,0,5,7,0,0,2,13,,7,12,12,,,,2025-08-28 12:00:39.575631,SUP,31.0,0.7,3.0,0.3
Sabará,Logística (Histórico e Redação) (SUP),30,6,0,0,5,17,0,0,5,23,,26,16,17,,,,2025-08-28 12:00:39.575631,SUP,59.0,0.87,8.0,0.27
São João Evangelista,Administração (ENEM) (SUP),15,8,0,0,11,8,0,0,8,25,,20,19,21,,,,2025-08-28 12:00:39.575631,SUP,60.0,1.33,6.0,0.4
São João Evangelista,Administração (Histórico e Redação) (SUP),15,20,0,1,11,15,0,0,22,22,,42,18,31,,,,2025-08-28 12:00:39.575631,SUP,91.0,2.8,9.0,0.6
São João Evangelista,Agronomia (ENEM) (SUP),15,11,0,0,9,2,0,0,8,11,,14,19,9,,,,2025-08-28 12:00:39.575631,SUP,42.0,0.93,3.0,0.2
São João Evangelista,Agronomia (Histórico e Redação) (SUP),15,11,0,0,14,7,0,1,14,16,,37,19,7,,,,2025-08-28 12:00:39.575631,SUP,63.0,2.47,7.0,0.47
São João Evangelista,Engenharia Florestal (ENEM) (SUP),15,9,0,0,10,4,0,0,2,9,,9,13,14,,,,2025-08-28 12:00:39.575631,SUP,36.0,0.6,1.0,0.07
São João Evangelista,Engenharia Florestal (Histórico e Redação) (SUP),15,9,0,0,10,7,0,0,10,13,,11,22,16,,,,2025-08-28 12:00:39.575631,SUP,49.0,0.73,2.0,0.13
São João Evangelista,Sistemas de Informação (ENEM) (SUP),15,13,0,0,6,6,0,0,5,10,,16,15,9,,,,2025-08-28 12:00:39.575631,SUP,40.0,1.07,2.0,0.13
São João Evangelista,Sistemas de Informação (Histórico e Redação) (SUP),15,14,0,0,9,11,0,0,7,14,,29,14,13,,,,2025-08-28 12:00:39.575631,SUP,56.0,1.93,9.0,0.6
São João Evangelista,Ciências Biológicas (ENEM) (SUP),15,6,0,0,11,4,0,0,6,8,,15,13,9,,,,2025-08-28 12:00:39.575631,SUP,37.0,1.0,3.0,0.2
São João Evangelista,Ciências Biológicas (Histórico e Redação) (SUP),15,13,0,1,7,7,0,1,6,12,,14,19,15,,,,2025-08-28 12:00:39.575631,SUP,48.0,0.93,3.0,0.2
São João Evangelista,Matemática (ENEM) (SUP),15,3,0,0,0,1,0,0,1,4,,0,6,3,,,,2025-08-28 12:00:39.575631,SUP,9.0,0.0,0.0,0.0
São João Evangelista,Matemática (Histórico e Redação) (SUP),15,3,0,0,3,3,0,1,6,3,,7,8,5,,,,2025-08-28 12:00:39.575631,SUP,20.0,0.47,0.0,0.0
São João Evangelista,Pedagogia (ENEM) (SUP),15,6,0,0,8,6,0,0,3,11,,17,13,6,,,,2025-08-28 12:00:39.575631,SUP,36.0,1.13,2.0,0.13
